time,avg_temp,max_temp,min_temp
1957-01-31,19.136559139784936,25.175268817204284,14.595698924731181
1957-02-28,-49.769185360094454,-60.981995277449826,-42.56523022432113
1957-03-31,-11.007526881720423,-19.467741935483872,-4.76021505376346
1957-04-30,0.05888888888890165,-1.8466666666666356,1.7900000000000205
1957-05-31,-0.45806451612901355,-6.293548387096735,2.9290322580644954
1957-06-30,-13.182222222222265,-20.081111111111113,-4.4322222222222365
1957-07-31,0.7215053763441119,-0.3236559139784845,5.647311827956997
1957-08-31,1.6731182795699056,0.748387096774195,3.1709677419354705
1957-09-30,2.20555555555552,2.9399999999999977,5.056666666666672
1957-10-31,-9.601075268817226,-11.550537634408556,-6.941935483870964
1957-11-30,13.216666666666669,14.291111111111121,16.843333333333334
1957-12-31,20.152688172042986,15.238709677419337,26.06129032258066
1958-01-31,-6.540860215053769,-8.856989247311844,-5.662365591397844
1958-02-28,-15.304899645808746,-9.62485242030698,-15.850944510035418
1958-03-31,25.218279569892474,26.274193548387103,25.497849462365593
1958-04-30,14.058888888888902,17.386666666666656,12.590000000000003
1958-05-31,10.606451612903243,17.029032258064547,7.348387096774189
1958-06-30,0.28444444444443207,-1.4144444444444275,1.8344444444444434
1958-07-31,-0.7301075268816817,-2.0010752688172033,1.840860215053766
1958-08-31,-3.4236559139784504,-6.574193548387086,-3.248387096774195
1958-09-30,-0.6611111111111541,-5.9266666666666765,3.0233333333333405
1958-10-31,-13.601075268817226,-10.163440860215019,-13.00645161290322
1958-11-30,-8.916666666666657,15.224444444444458,-23.123333333333335
1958-12-31,18.023655913978473,32.593548387096774,6.545161290322582
1959-01-31,-5.960215053763449,-12.340860215053766,-3.2752688172043065
1959-02-28,7.195100354191254,5.518004722550188,11.399055489964596
1959-03-31,2.5731182795699112,1.8225806451612812,5.56236559139785
1959-04-30,7.092222222222233,3.019999999999982,11.256666666666689
1959-05-31,-3.329032258064501,-6.325806451612891,0.18709677419354875
1959-06-30,-0.38222222222225355,-2.247777777777742,0.6344444444444264
1959-07-31,-5.246236559139788,-9.001075268817203,-2.3204301075268745
1959-08-31,-6.9075268817204005,-14.670967741935499,-1.8612903225806576
1959-09-30,-6.227777777777817,-7.326666666666711,-4.243333333333339
1959-10-31,0.07634408602149279,14.191397849462362,-8.587096774193554
1959-11-30,6.616666666666674,6.424444444444447,7.510000000000019
1959-12-31,-2.1698924731182956,-21.63225806451615,13.41612903225807
1960-01-31,8.394623655913989,13.143010752688156,3.305376344086028
1960-02-29,22.228351585718343,39.76554166836297,9.822700810161635
1960-03-31,27.863440860215064,26.33870967741936,30.497849462365593
1960-04-30,-16.74111111111111,-18.51333333333332,-12.843333333333334
1960-05-31,-10.84516129032258,-10.648387096774172,-8.877419354838736
1960-06-30,10.284444444444432,14.785555555555561,5.5677777777777635
1960-07-31,-12.730107526881682,-16.872043010752634,-6.449462365591415
1960-08-31,1.544086021505393,-3.251612903225805,5.267741935483883
1960-09-30,-1.6277777777777942,-3.7933333333333508,0.9233333333333462
1960-10-31,-6.665591397849482,-13.93763440860215,-2.264516129032245
1960-11-30,4.283333333333331,-7.442222222222227,11.810000000000002
1960-12-31,-8.363440860215064,-10.277419354838713,-6.938709677419354
1961-01-31,-2.7344086021505376,3.1752688172042838,-10.888172043010755
1961-02-28,-11.51918536009444,-18.946280991735534,-8.958087367178265
1961-03-31,-1.6526881720429856,-2.9193548387096655,0.3688172043010809
1961-04-30,6.75888888888889,10.053333333333342,2.5233333333333405
1961-05-31,4.96129032258068,5.900000000000034,5.735483870967727
1961-06-30,-0.6822222222222649,-1.247777777777742,-1.7988888888889107
1961-07-31,1.8505376344086244,-0.25913978494622825,0.9053763440860223
1961-08-31,-3.1333333333333258,-6.2838709677419615,-0.24838709677419502
1961-09-30,0.9388888888888687,-4.293333333333351,6.789999999999992
1961-10-31,8.527956989247315,2.9978494623655934,11.025806451612908
1961-11-30,13.850000000000023,9.091111111111104,19.110000000000014
1961-12-31,5.539784946236551,-4.180645161290329,12.770967741935493
1962-01-31,-16.96021505376345,-14.856989247311844,-19.275268817204307
1962-02-28,9.945100354191254,28.339433293978743,-2.5652302243211267
1962-03-31,-5.0720430107526795,2.6612903225806406,-10.469892473118279
1962-04-30,-9.574444444444453,-11.913333333333327,-9.943333333333328
1962-05-31,7.767741935483912,8.867741935483878,10.412903225806446
1962-06-30,-4.3822222222222535,-9.181111111111079,1.7344444444444491
1962-07-31,3.786021505376368,4.611827956989259,4.8086021505376095
1962-08-31,0.7698924731183183,-0.21935483870964845,0.7838709677419331
1962-09-30,3.1388888888888573,-1.6266666666666652,7.390000000000015
1962-10-31,-4.5688172043010695,-6.163440860215019,-4.425806451612885
1962-11-30,-13.949999999999989,-27.77555555555557,-4.989999999999981
1962-12-31,-2.1376344086021675,5.593548387096774,-8.970967741935482
1963-01-31,-16.70215053763441,7.788172043010746,-37.21075268817204
1963-02-28,-12.304899645808746,-8.767709563164118,-14.493801652892557
1963-03-31,3.9279569892473205,8.435483870967744,-2.1150537634408693
1963-04-30,1.5588888888889016,4.053333333333342,-0.47666666666665947
1963-05-31,14.47741935483873,16.029032258064547,10.86451612903224
1963-06-30,4.051111111111084,9.152222222222235,-7.532222222222231
1963-07-31,-3.4075268817204005,-6.581720430107509,-5.22365591397849
1963-08-31,3.0279569892473432,0.587096774193526,-1.7645161290322733
1963-09-30,14.872222222222206,16.439999999999998,11.289999999999992
1963-10-31,-2.117204301075276,-5.002150537634407,-4.554838709677426
1963-11-30,18.116666666666674,6.457777777777778,21.576666666666682
